ACRES,BOROUGH,LOCATION,SIGNNAME,TYPECATEGORY,URL,ZIPCODE
0.32,X,E. 171 St. at Washington Ave.,Jardin De La Familia,Garden,http://www.nycgovparks.org/parks/X320/,10457
0.227,X,Elton Ave. at E. 160 St.,Jardin de la Roca,Garden,http://www.nycgovparks.org/parks/X349/,10451
1.239,Q,"Grassmere Terr., Briar Pl. bet. Hanson Ct. and Brookhaven Ave.",Grassmere Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q353/,11691
1.526,Q,Booth St. bet. 68 Ave. and 68 Dr.,Russell Sage Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q335/,11375
0.226,Q,"Redding St, Albert Rd and 149th Av",Southside Burial Ground,Cemetery,http://www.nycgovparks.org/parks/Q481/,11417
6.423,M,"W. 145 St. to W. 143 St., Lenox Ave., and Harlem River",Brigadier General Charles Young Playground,Neighborhood Park,http://www.nycgovparks.org/parks/M186/,10037
0.943,M,Park Ave. bet. E 108 St. and E. 109 St.,Peter Minuit Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M183/,10029
0.789,M,Madison St. To Water St. bet. Jackson St. and Gouverneur St.,Vladeck Park,Neighborhood Park,http://www.nycgovparks.org/parks/M182/,10002
0.039,B,Throop Ave. and Vernon Ave.,Vernon/throop Av Block Association,Garden,http://www.nycgovparks.org/parks/B495/,11206
0.172,B,Granite St. between Broadway and Bushwick Ave.,Granite St Block Association,Garden,http://www.nycgovparks.org/parks/B470/,11207
1.033,Q,21 St. bet. 29 Ave. and 30 Ave.,Van Alst Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q321/,11102
2.003,Q,121 Ave. bet. Lucas St. and 192 St.,Locust Manor Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q330/,11413
180.85,Q,"149 Ave., Rockaway Blvd., Jamaica Bay bet. James Brown Pl. and Brookville Blvd.",Idlewild Park,Nature Area,http://www.nycgovparks.org/parks/Q392/,1141311422
254.3,M,East River and Harlem River,Randall's Island Park,Flagship Park,http://www.nycgovparks.org/parks/M104/,10035
0.057,B,Barbey St. and Glenmore Ave.,Concerned Residents of Barbey Street,Garden,http://www.nycgovparks.org/parks/B452/,11207
0.32,M,"Walker St., Beach St. bet. St. John's La. and Ave. of the Americas",Tribeca Park,Triangle/Plaza,http://www.nycgovparks.org/parks/M006/,10013
0.834,Q,"Horace Harding Exwy. Sr. Rd. S., 254 St., 57 Ave.",Nassau Mall South,Triangle/Plaza,http://www.nycgovparks.org/parks/Q357J/,11362
1.597,X,Allerton Ave. bet. Throop Ave. and Bouck Ave.,Allerton Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X172/,10469
0.141,B,Mermaid Ave. between W. 21 St. and W. 22 St.,Santos White Garden,Garden,http://www.nycgovparks.org/parks/B490/,11224
0.361,M,W. 9 St. Ave. Of Americas and Greenwich Ave.,Jefferson Market Garden,Garden,http://www.nycgovparks.org/parks/M278/,10011
0.25,M,"W. 134 St., Lenox Ave., Adam C Powell Blvd.",Parks Council Success Garden,Garden,http://www.nycgovparks.org/parks/M297/,10030
0.171,M,"W. 132 St., Lenox Ave.",132 St Block Association Park,Garden,http://www.nycgovparks.org/parks/M296/,10027
144.29,X,"Hudson River, W 254 St, Palisade Av, W 2",Riverdale Park,Nature Area,http://www.nycgovparks.org/parks/X142/,1046310471
2.944,X,W. 168 St. bet. Dr. MLK Jr. Blvd. and Merriam Ave.,Merriam Playground,Playground,http://www.nycgovparks.org/parks/X153/,10452
1.375,X,Union Av bet. E 150 St and  e 152 St,Fountain Of Youth Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X233/,10455
0.426,X,Lafayette Av bet. Edgewater Rd and the Bronx River,Hunts Point Riverside Park,Neighborhood Park,http://www.nycgovparks.org/parks/X336/,10474
0.576,M,10 Ave. bet. W. 47 St. and W. 48 St.,Hell's Kitchen Park,Neighborhood Park,http://www.nycgovparks.org/parks/M277/,10036
0.402,M,"W. 89 St., Amsterdam Ave. and Columbus Ave.",Playground Eighty Nine LXXXIX,Jointly Operated Playground,http://www.nycgovparks.org/parks/M264/,10024
9.181,R,"Bentley St. and Arthur Kill Rd., Hopping Ave. and Amboy Rd.",Tottenville Shore Park,Nature Area,http://www.nycgovparks.org/parks/R139/,10307
0.356,M,FDR Dr. at E. 107 St.,Pier 107 CVII,Waterfront Facility,http://www.nycgovparks.org/parks/M290/,10029
8.892,B,Bay View Ave. between Sea Gate Ave. and W. 33 St.,Coney Island Creek Park,Nature Area,http://www.nycgovparks.org/parks/B379/,11224
0.44,X,E 180 St bet. the Bronx River and Devoe Av,River Garden,Garden,http://www.nycgovparks.org/parks/X245/,10460
0.696,X,E 146 St bet. Walton Av and Grand Concourse,Evelina Antonetty Playground,Playground,http://www.nycgovparks.org/parks/X106/,10451
36.493,B,"Nassau Ave, Bayard, Leonard & N 12 Sts",McCarren Park,Community Park,http://www.nycgovparks.org/parks/B058/,1121111222
13.894,Q,Cloverdale Blvd. bet. 77 Ave. and Kingsbury Ave. and 210 St. bet. 75 Ave. and Richland Ave.,Motor Parkway,Nature Area,http://www.nycgovparks.org/parks/Q130/,11364
0.1,Q,Rockaway Beach Blvd. bet. Beach 120 St. and Beach 121 St.,Memorial Circle,Triangle/Plaza,http://www.nycgovparks.org/parks/Q259/,11694
0.045,M,W. 158 St. bet. Amsterdam Ave. and Broadway,Dorothy K. McGowan Memorial Garden,Garden,,10032
0.837,M,"Columbus Ave., W. 91 St. To W. 92 St., Central Park W.",Sol Bloom Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M244/,10025
104.545,R,Hylan Blvd. from Sharrott Ave. to Seguine Ave.,Lemon Creek Park,Waterfront Facility,http://www.nycgovparks.org/parks/R079/,10309
0.789,M,"Park Ave., E. 120 St. To E. 121 St.",Eugene McCabe Field,Jointly Operated Playground,http://www.nycgovparks.org/parks/M243/,10035
44.295,Q,"Northern Blvd., 244 St. to 247 St., Douglas Rd., Little Neck Bay",Udall's Park Preserve,Nature Area,http://www.nycgovparks.org/parks/Q452/,11363
0.28,X,Clay Av bet. E 171 St and Claremont Pkwy,Michel Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/X057/,10456
17,Q,"215 Pl., Cross Island Pkwy. bet. 31 Rd. and 33 Ave.",John Golden Park,Community Park,http://www.nycgovparks.org/parks/Q012B/,1136011361
0.92,B,Columbia Heights and Orange St. To Cranberry St.,Fruit Street Sitting Area,Triangle/Plaza,http://www.nycgovparks.org/parks/B223E/,11201
0.258,X,Davidson Ave. bet. W 176 St. and W. 177 St.,Davidson Park,Undeveloped,,10453
760.43,B,Belt Pkwy. bet. Verrazano Bridge and Cross Bay Blvd.,Belt Parkway/Shore Parkway,Parkway,http://www.nycgovparks.org/parks/B166/,112081120911214112231122811234112351
0.61,M,"Jackson St., Madison St., Henry St.",Henry M. Jackson Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M228/,10002
0.882,M,"E. 20 St. To E. 21 St., 1 Ave. To 2 Ave.",Peter's Field,Jointly Operated Playground,http://www.nycgovparks.org/parks/M227/,10010
258.72,R,Arthur Kill Rd. bet. Richmond Ave. and New Vale Ave.,Brookfield Park,Neighborhood Park,,10308
0.67,B,E. New York Ave. between Mother Gaston Blvd. and St. Mark's Ave.,Howard Pool,Community Park,http://www.nycgovparks.org/parks/B260A/,11212
1.429,Q,"42 Av, Bell Bl To Francis Lewis Bl",Mall Forty Two XLII,Mall,http://www.nycgovparks.org/parks/Q178/,11361
12.224,X,Viele Ave. bet. Tiffany St. and Barretto St.,Barretto Point Park,Neighborhood Park,http://www.nycgovparks.org/parks/X307/,10474
1.377,B,Maple St. bet. Rogers Ave. and Nostrand Ave.,Maple Street Community Garden,Neighborhood Park,,11225
0.231,B,"Lafayette Ave., Fulton St., bet. St. Felix St. and Ft. Greene Pl.",Betty Carter Park,Neighborhood Park,,11217
0.07,Q,120 Ave. bet. 142 St. and 142 Pl.,Garden,Undeveloped,,11436
0.051,M,E. 129 St. bet. Lenox Ave. and 5 Ave.,Rev. Linette C Williamson Memorial Park,Garden,http://www.nycgovparks.org/parks/M316/,10027
206.717,X,Bronx River bet. Burke Ave. and the New York City-Westchester Line,Bronx River Parkway,Parkway,http://www.nycgovparks.org/parks/X004/,10460104661046710470104721047310704
45.79,Q,"214 Pl., 214 La., 215 Pl, Cross Island Pkwy. bet. 33 Ave. and 35 Ave.",Crocheron Park,Community Park,http://www.nycgovparks.org/parks/Q012/,11361
55.22,Q,Cross Island Pkwy. bet. Utopia Pkwy. and Totten Ave.,Little Bay Park,Community Park,http://www.nycgovparks.org/parks/Q010A/,1135911360
0.43,X,College Ave. bet. E. 170 St. and E. 171 St.,College Avenue Garden,Garden,,10456
59.629,Q,"11 Ave. bet. 130 St., Powell's Cove Blvd. and 138 Pl., 9 Ave.",Powell's Cove Park,Nature Area,http://www.nycgovparks.org/parks/Q461/,1135611357
0.02,Q,Clearview Exwy. bet. 46 Ave. and 48 Ave.,Park,Strip,http://www.nycgovparks.org/parks/Q387C/,11361
4.525,B,Ferris St. between Coffey St. and Van Dyke St.,Valentino Pier,Neighborhood Park,http://www.nycgovparks.org/parks/B418/,11231
55.639,Q,"Juniper Blvd. bet. Lutheran Ave., 71 St. and Dry Harbor Rd.",Juniper Valley Park,Community Park,http://www.nycgovparks.org/parks/Q102/,11379
0.2,Q,"GCP Service Rd. South, 173 St., Homelawn St.",Tepper Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/Q084B/,11432
0.76,Q,Rockaway Beach Blvd. bet. Beach 149 St. and Beach 142 St.,Neponsit Mall,Mall,http://www.nycgovparks.org/parks/Q037/,11694
101.28,Q,"Highland Blvd, Jamaica Ave, Jackie Robinson Pkwy",Highland Park,Community Park,http://www.nycgovparks.org/parks/Q020/,112071120811385
0.23,M,W. 20 St. bet. Ave. of the Americas and 7 Ave.,Chelsea Green,Playground,http://www.20thstreetpark.org/,10011
0.09,B,Jay St. bet. York St. and Prospect St.,Park,Triangle/Plaza,http://www.nycgovparks.org/parks/B223JA/,11201
0.903,X,3 Av to Fulton Av bet. E 167 St and E 166 St,Estella Diggs Park,Neighborhood Park,http://www.nycgovparks.org/parks/X243/,10456
0.412,X,Mosholu Parkway South bet. Bainbridge Ave. and Briggs Ave.,Mosholu Playground,Jointly Operated Playground,,10458
0.637,X,Bailey Ave. bet. W. Kingsbridge Rd. and W. 193 St.,Riverbend Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X175/,1046310468
1.652,Q,Bell Blvd. bet. 48 Ave. and Horace Harding Exwy. Sr. Rd. N.,Bell Malls,Mall,http://www.nycgovparks.org/parks/Q268/,11364
8.8,M,"Broadway, Park Row and Chambers St",City Hall Park,Neighborhood Park,http://www.nycgovparks.org/parks/M013/,10007
0.09,X,E 173 St bet. Clay Av and Anthony Av,Barry Plaza,Triangle/Plaza,http://www.nycgovparks.org/parks/X130/,10457
0.836,Q,"Horace Harding Exwy. Sr. Rd. N., Little Neck Pkwy., Nassau Blvd.",Nassau Mall,Triangle/Plaza,http://www.nycgovparks.org/parks/Q357I/,11362
718.373,X,"Southern Blvd,Webster,Burke Aves,Bronx Pk E,180 St",Bronx Park,Flagship Park,http://www.nycgovparks.org/parks/X002/,10458104601046210467
760.79,R,"Forest Hill & London Rds, Rockland Ave",LaTourette Park & Golf Course,Flagship Park,http://www.nycgovparks.org/parks/R013/,1030610314
217.543,R,"Amboy Rd., Barclay Ave., Hylan Blvd. and Bertram Ave.",Blue Heron Park,Nature Area,http://www.nycgovparks.org/parks/R119/,10312
1.016,M,Broadway and Whitehall St.,Bowling Green,Triangle/Plaza,http://www.nycgovparks.org/parks/M007/,10004
42.583,B,"Shore Pkwy and Seaview Ave., Schenk Ave.",Spring Creek Park,Community Park,http://www.nycgovparks.org/parks/B371/,112081123911414
0.104,M,Park Ave. bet. E. 117 St. and E. 118 St.,Lydia's Magic Garden (El Girasol Magic Garden),Garden,,10035
0.828,M,"E. 12 St., E. 11 St. bet. 1 Ave. and Ave. A",Lower East Side Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M321A/,10009
132.2,B,"Belt Pkwy, Seaview Ave Btw: Paerdegat Basin, E 93 S, E 102 St, Fresh Creek Basin",Canarsie Park,Community Park,http://www.nycgovparks.org/parks/B018/,1123611239
50.436,Q,"155 Ave., Flatlands Ave., Belt Pkwy. bet. Fountain Ave. and 80 St.",Spring Creek Park Addition,Nature Area,http://www.nycgovparks.org/parks/Q165/,1120811414
0.073,M,W. 125 St. and Morningside Ave.,Roosevelt Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/M189/,10027
0.918,B,Riverdale Ave. bet. Thatford Ave. and Osborn St.,Newport Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B339/,11212
184.143,M,"Riverside Dr., Hudson River, W. 155 St. to Dyckman St.",Fort Washington Park,Community Park,http://www.nycgovparks.org/parks/M028/,100321003310034
1.239,M,"West of York Ave., E 59 St. To E 60 St.",Queensboro Oval,Recreational Field/Courts,http://www.nycgovparks.org/parks/M070/,10022
64.665,B,"Flatbush Ave., Belt Pkwy., Mill Basin",Four Sparrow Marsh,Nature Area,http://www.nycgovparks.org/parks/B394/,11234
6.05,B,Atlantic Ave. bet. Fountain Ave. and N. Conduit Ave.,City Line Park,Jointly Operated Playground,http://www.nycgovparks.org/parks/B141/,11208
35.533,B,Kent Ave. bet. Quay St. and N 9 St.,Bushwick Inlet Park,Neighborhood Park,http://www.nycgovparks.org/parks/B529/,11211
9.603,M,"bet. 5 and 6 Av, W 40 St and W 42 St",Bryant Park,Neighborhood Park,http://www.nycgovparks.org/parks/M008/,10018
0.918,B,Livonia Ave. between Powell St. and Junius St.,Livonia Park,Neighborhood Park,http://www.nycgovparks.org/parks/B367/,11212
0.137,B,New Jersey Ave. between Blake Ave. and Dumont Ave.,Duke Park,Playground,http://www.nycgovparks.org/parks/B366/,11207
0.008,Q,Pedestrian Way bet. N. Conduit Ave. and Arion Rd.,Park,Strip,,11417
0.809,B,Marcy Ave between Clifton Pl. and Lafayette Ave.,Hattie Carthan Community Garden,Garden,http://www.nycgovparks.org/parks/B400/,11216
0.101,X,E. 158 St. bet. Melrose Ave. and Elton Ave.,Family Group Garden,Garden,http://www.nycgovparks.org/parks/X352/,10451
1.492,Q,Seagirt Blvd. bet. Beach 31 St. and Beach 30 St.,Culinary Kids Garden,Garden,,11691
0.097,B,Myrtle Ave. bet. Cedar St. and Dekalb Ave.,Know Waste Lands,Garden,,11221
0.025,B,Eastern Pkwy. bet. Pitkin Ave. and Howard Ave.,Brownsville Green,Garden,,11233
0.003,Q,S. Conduit Ave. and 88 St.,Park,Strip,,11414
0.336,X,Hoe Ave. bet. Home St. and Freeman St.,Synergi Urban Garden UCFP,Garden,,10459
953.065,R,"Victory Blvd., Signs Rd., Travis Ave., Arthur Kill Rd.",Freshkills Park,Community Park,http://www.nycgovparks.org/parks/R017/,1031210314
0.09,Q,18 Ave. bet. 126 St. and 127 St.,Mall Eighteen,Mall,http://www.nycgovparks.org/parks/Q033/,11356
0.151,B,Somers St. bet. Thomas S Boyland St. and Rockaway Ave.,Garden,Garden,,11233
0.02,Q,Horace Harding Exwy. Sr. Rd. N. bet. 244 St. and Overbrook St.,Park,Strip,http://www.nycgovparks.org/parks/Q357E/,11362
0.29,M,"W. 134 St., Lenox Terrace Pl.",Hansborough Recreation Center,Buildings/Institutions,http://www.nycgovparks.org/parks/M131/,10037
130.1,M,"W 155 St and Dyckman St, Edgecombe Av & Amsterdam Av",Highbridge Park,Community Park,http://www.nycgovparks.org/parks/M037/,1003210033100391004010452
0.058,B,18 St. bet. 10 Ave. and Prospect Park West,Park,Triangle/Plaza,http://www.nycgovparks.org/parks/B255O/,11215
0.136,X,City Island Ave. bet. Fordham St. and Hawkins St.,Hawkins Park,Triangle/Plaza,http://www.nycgovparks.org/parks/X107/,10464
1.447,B,"Ave. S, Moore Pl. bet. E. 16 St. and E. 17 St.",Kelly Park Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B157/,11229
2.3,M,"1 Ave. To 2 Ave., bet. E. 124 St. and E. 126 St.",Triboro Plaza,Triangle/Plaza,http://www.nycgovparks.org/parks/M108F/,10035
5.84399754,Q,"Vernon Blvd., Main Ave. to Astoria Blvd., 1 St.",Hallets Cove Playground,Neighborhood Park,http://www.nycgovparks.org/parks/Q226/,1110211106
17.064,X,"Sheridan Exwy. bet. E. 174 St., E. 172 St. and Jennings St.",Starlight Park,Neighborhood Park,http://www.nycgovparks.org/parks/X147A/,1045910472
0.095,X,Fulton Av bet. E 167 St and E 166 St,Garden,Garden,http://www.nycgovparks.org/parks/X243/,10456
0.2395329,Q,Beach 43 St. and Conch Dr.,Park,Neighborhood Park,,11691
17.14,B,"Eastern Pkwy., E. New York Ave. bet. Rochester Ave. and Portal St.",Lincoln Terrace / Arthur S. Somers Park,Community Park,http://www.nycgovparks.org/parks/B054/,1121311233
7.79,B,"Eastern Pkwy., Flatbush Ave. bet. Underhill Ave. and Washington Ave.",Mount Prospect Park,Neighborhood Park,http://www.nycgovparks.org/parks/B159/,11238
0.287,M,Grand St. bet. Crosby St. and Lafayette St.,Rapkin-Gayle Plaza,Neighborhood Park,,10012
2.964,B,Shore Pkwy. bet. Bay 14 St. and Bay 16 St.,Bath Beach Park,Playground,http://www.nycgovparks.org/parks/B164/,11214
107.514,R,Pralls River and Arthur Kill,Pralls Island,Nature Area,http://www.nycgovparks.org/parks/R122/,10314
0.093,B,BQE bet. Clark St. and Pineapple St.,Brooklyn Heights Promenade,Triangle/Plaza,http://www.nycgovparks.org/parks/B223DH/,11201
0.346,M,2 Ave. bet. E. 29 St. and E. 30 St.,Vincent F. Albano Jr. Playground,Playground,http://www.nycgovparks.org/parks/M265/,10016
1.485,B,Ralph Ave. bet. Chauncey St. and Sumpter St.,Brevoort Playground,Playground,http://www.nycgovparks.org/parks/B258/,11233
16.16,B,"Louisiana Ave., Stanley Ave., Flatlands Ave., Williams Ave.",Breukelen Ballfields,Community Park,http://www.nycgovparks.org/parks/B247/,11207
1.64,M,E. 124 St. bet. 1 Ave. and 2 Ave.,Wagner Houses Pool,Community Park,http://www.nycgovparks.org/parks/M273/,10035
5.188,R,"Qunitard St., Pearsall St., Frank Capodanno Blvd.",South Beach Wetlands,Nature Area,http://www.nycgovparks.org/parks/R147/,10305
4.945,B,W. 12 St. bet. Bay Pkwy. and Ave. P,Seth Low Playground/ Bealin Square,Neighborhood Park,http://www.nycgovparks.org/parks/B100/,11204
9.934,R,"Richmond Ter. at Tompkins Ct., Kill Van Kull",Heritage Park,Neighborhood Park,http://www.nycgovparks.org/parks/R160/,10310
1.793,X,Kelly St bet. Av St John and Leggett Av,Playground 52 LII,Jointly Operated Playground,http://www.nycgovparks.org/parks/X179/,10455
0.623,M,10 Ave. bet. W. 48 St. and W. 49 St.,Lorraine Hansberry Plaza,Undeveloped,,10036
110.93,Q,"202 St., Clearview Exwy., bet. Cross Island Pkwy. and 23 Ave.",Clearview Park Golf Course,Managed Sites,http://www.nycgovparks.org/parks/Q010/,11360
0.08,M,E. 8 St. bet. Ave B and Ave. C,La Casita Garden,Garden,,10009
0.229,Q,39 Ave. bet. 50 St. and 51 St.,Lt. Michael R. Davidson Playground,Undeveloped,,11377
15.368,R,"Meredith Ave., W. Shore Exwy., Chelsea Creek",Meredith Woods,Nature Area,http://www.nycgovparks.org/parks/R163/,10314
4.635,Q,"157 St., 155 St. bet. 108 Ave. and 109 Ave.",Marconi Park,Neighborhood Park,http://www.nycgovparks.org/parks/Q127/,11433
0.093,M,E. 111 St. bet. Madison Ave. and Park Ave.,Mission Garden,Garden,,10029
0.919,X,3 Av to Fulton Av bet. E 167 St and E 166 St,Estella Diggs Park,Neighborhood Park,http://www.nycgovparks.org/parks/X243/,10456
2.878,B,"Adam St., Cadman Plaza East bet. Prospect St. and Red Cross Pl.",Lot,Lot,http://www.nycgovparks.org/parks/B113D/,11201
0.73,B,Glenwood Rd. bet. E. 23 St. and Coney Island Ave.,Flatbush Malls,Mall,http://www.nycgovparks.org/parks/B178/,1121011230
1.31,B,Neptune Ave. bet. W. 24 St. and W. W 23 St.,West 23rd St. Garden,Garden,,11224
0.06,B,"Gravesend Neck Rd., E. 2 St., Ave. V",Gravesend Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/B213/,11223
0.006,R,W/s Drumgoole Rd. W. bet. Belfield Ave. and Jefferson Blvd.,Park,Strip,http://www.nycgovparks.org/parks/R102/,10312
0.731,R,Richmond Ter. to Bank St. at Jersey St.,North Shore Esplanade,Undeveloped,http://www.nycgovparks.org/parks/R083/,10301
1.178,R,"Drumgoole Rd. W, Carlton Ave. and Vernon Ave.",Park,Triangle/Plaza,http://www.nycgovparks.org/parks/R094/,10309
12.247,R,Victory Blvd. bet. Ridgeway Ave. and Travis Ave.,Greenbelt Native Plant Center,Buildings/Institutions,http://www.nycgovparks.org/parks/R017A/,10314
0.3,R,"Annadale Rd., Jefferson Blvd., N. Railroad St.",Annadale Green,Triangle/Plaza,http://www.nycgovparks.org/parks/R080/,10312
0.213,B,"Pitkin Ave., E. New York Ave. bet. Crafton St. and Legon St.",Zion Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/B116/,11212
0.07,B,Bedford Ave. at Division Ave.,Cohn Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/B115/,11211
0.504,B,6 Ave. between 18 St. and 19 St.,Slope Park Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B288/,11215
